loan_id,account_id,date,status,amount,duration,payments
5585,2988,19980708,"Running Contract/OK",88608,12,7384
5586,2994,19960914,"Running Contract/OK",48744,36,1354
5589,3005,19980605,"Running Contract/OK",390000,48,8125
5591,3021,19961204,"Running Contract/OK",155616,48,3242
5593,3037,19960418,"Running Contract/Client in Debt",277884,36,7719
5595,3050,19940902,"Contract Finished/No Problems",82896,12,6908
5599,3064,19950321,"Contract Finished/No Problems",15420,12,1285
5606,3084,19960828,"Running Contract/Client in Debt",253512,36,7042
5610,3112,19960224,"Running Contract/OK",123216,48,2567
5611,3115,19961115,"Running Contract/OK",321180,60,5353
5614,3137,19980921,"Running Contract/OK",253560,60,4226
5616,3143,19980515,"Running Contract/OK",130896,24,5454
5620,3161,19980616,"Running Contract/OK",30012,12,2501
5624,3166,19950103,"Running Contract/Client in Debt",177744,48,3703
5625,3189,19961215,"Running Contract/Client in Debt",222180,60,3703
5634,3229,19970501,"Contract Finished/No Problems",39024,12,3252
5635,3230,19961004,"Running Contract/OK",77184,36,2144
5638,3249,19970827,"Contract Finished/No Problems",68124,12,5677
5643,3273,19970921,"Contract Finished/Loan not Payed",94512,12,7876
5644,3293,19981127,"Running Contract/OK",276084,36,7669
5651,3329,19971208,"Contract Finished/No Problems",19248,12,1604
5656,3353,19970209,"Running Contract/OK",146064,24,6086
5657,3354,19940705,"Contract Finished/No Problems",4980,12,415
5665,3390,19980311,"Running Contract/OK",40632,12,3386
5669,3403,19980627,"Running Contract/OK",71820,36,1995
5674,3418,19970610,"Running Contract/OK",207264,48,4318
5681,3448,19971020,"Running Contract/OK",68664,24,2861
5682,3455,19970307,"Contract Finished/No Problems",67464,12,5622
5683,3460,19980529,"Running Contract/OK",140688,48,2931
5693,3489,19950801,"Contract Finished/No Problems",44088,24,1837
5698,3556,19980922,"Running Contract/OK",174840,60,2914
5699,3562,19980524,"Running Contract/OK",174960,24,7290
5706,3608,19960524,"Running Contract/OK",161496,36,4486
5713,3629,19950530,"Running Contract/OK",158760,60,2646
5718,3637,19970901,"Contract Finished/No Problems",14028,12,1169
5719,3664,19970920,"Running Contract/OK",271584,48,5658
5723,3674,19940910,"Contract Finished/No Problems",23628,12,1969
5724,3678,19950205,"Running Contract/Client in Debt",316140,60,5269
5725,3679,19960723,"Running Contract/OK",444864,48,9268
5731,3711,19971105,"Running Contract/Client in Debt",460980,60,7683
5739,3747,19950102,"Contract Finished/No Problems",76380,12,6365
5740,3752,19950402,"Contract Finished/No Problems",18564,12,1547
5741,3754,19961103,"Contract Finished/No Problems",68544,24,2856
5750,3804,19960208,"Contract Finished/No Problems",63252,12,5271
5754,3834,19940928,"Contract Finished/No Problems",23052,12,1921
5758,3859,19970502,"Running Contract/Client in Debt",307200,60,5120
5760,3862,19980918,"Running Contract/OK",74916,36,2081
5765,3875,19980210,"Running Contract/OK",153936,24,6414
5772,3906,19980308,"Running Contract/OK",334620,60,5577
5773,3907,19980316,"Running Contract/OK",133848,24,5577
5774,3916,19980712,"Running Contract/OK",96984,36,2694
5779,3942,19971014,"Running Contract/OK",107352,36,2982
5782,3953,19980104,"Running Contract/OK",63576,12,5298
5784,3967,19970329,"Running Contract/Client in Debt",84600,36,2350
5790,4033,19970320,"Running Contract/OK",84288,48,1756
5799,4052,19971228,"Running Contract/OK",106128,36,2948
5804,4079,19950405,"Running Contract/OK",158976,48,3312
5805,4081,19951128,"Contract Finished/Loan not Payed",137904,24,5746
5808,4099,19970731,"Running Contract/OK",41856,48,872
5815,4116,19980603,"Running Contract/OK",151200,36,4200
5817,4127,19970815,"Running Contract/Client in Debt",100800,24,4200
5823,4144,19980621,"Running Contract/OK",212976,36,5916
5830,4190,19970828,"Running Contract/OK",405780,60,6763
5836,4259,19940827,"Contract Finished/No Problems",79632,24,3318
5837,4260,19940629,"Running Contract/OK",244560,60,4076
5841,4268,19981104,"Running Contract/OK",41988,12,3499
5850,4293,19970522,"Running Contract/OK",164196,36,4561
5856,4320,19970809,"Contract Finished/Loan not Payed",51360,12,4280
5861,4337,19941208,"Contract Finished/No Problems",51408,24,2142
5862,4342,19971209,"Running Contract/OK",100128,24,4172
5865,4354,19981030,"Running Contract/OK",327660,60,5461
5868,4361,19970329,"Contract Finished/No Problems",90156,12,7513
5876,4413,19950208,"Running Contract/OK",221280,48,4610
5877,4414,19950223,"Contract Finished/No Problems",97224,24,4051
5878,4415,19970401,"Contract Finished/No Problems",74040,12,6170
5880,4423,19951031,"Contract Finished/No Problems",73836,36,2051
5882,4427,19940926,"Contract Finished/No Problems",87816,12,7318
5886,4447,19961031,"Running Contract/OK",192744,36,5354
5887,4448,19941003,"Contract Finished/No Problems",192744,36,5354
5889,4456,19980209,"Running Contract/OK",321240,60,5354
5892,4462,19960514,"Contract Finished/Loan not Payed",66480,24,2770
5893,4467,19980803,"Running Contract/OK",86184,36,2394
5895,4473,19970103,"Running Contract/OK",93960,60,1566
5897,4476,19960925,"Contract Finished/No Problems",15192,24,633
5900,4503,19960101,"Running Contract/OK",135360,48,2820
5906,4533,19980505,"Running Contract/OK",81144,36,2254
5909,4550,19980103,"Running Contract/OK",61320,60,1022
5918,4576,19940604,"Contract Finished/No Problems",300204,36,8339
5922,4580,19950805,"Contract Finished/No Problems",20220,12,1685
5923,4585,19961010,"Running Contract/OK",64656,48,1347
5930,4616,19980112,"Running Contract/OK",66696,24,2779
5931,4618,19970317,"Running Contract/Client in Debt",66696,24,2779
5932,4626,19970618,"Contract Finished/No Problems",33348,12,2779
5933,4631,19971213,"Running Contract/OK",87528,24,3647
5938,4650,19960825,"Running Contract/OK",402000,60,6700
5940,4660,19970528,"Running Contract/OK",106944,24,4456
5942,4681,19970315,"Running Contract/OK",162624,48,3388
5953,4715,19970314,"Running Contract/OK",97176,24,4049
5956,4725,19971104,"Running Contract/OK",168264,36,4674
5959,4727,19950811,"Contract Finished/No Problems",107640,24,4485
5963,4746,19970907,"Running Contract/OK",204780,60,3413
5970,4774,19950709,"Running Contract/OK",465072,48,9689
5973,4784,19971124,"Running Contract/OK",219456,48,4572
5976,4794,19971227,"Running Contract/Client in Debt",465504,48,9698
5977,4803,19970225,"Running Contract/OK",59136,48,1232
5980,4825,19950818,"Contract Finished/No Problems",21396,12,1783
5988,4851,19960822,"Contract Finished/No Problems",141648,24,5902
5989,4852,19960304,"Running Contract/OK",213300,36,5925
5991,4858,19980727,"Running Contract/Client in Debt",335184,48,6983
5992,4863,19970318,"Contract Finished/No Problems",76080,12,6340
5997,4894,19931104,"Contract Finished/No Problems",117024,24,4876
5999,4907,19960103,"Running Contract/OK",98832,48,2059
6004,4937,19940723,"Contract Finished/No Problems",143904,24,5996
6006,4948,19961115,"Running Contract/OK",359760,60,5996
6007,4949,19970830,"Running Contract/OK",289920,48,6040
6010,4969,19970306,"Running Contract/OK",150180,60,2503
6011,4981,19961128,"Running Contract/OK",179328,48,3736
6012,4994,19960803,"Running Contract/OK",258444,36,7179
6013,4995,19960203,"Running Contract/Client in Debt",128988,36,3583
6014,4999,19970518,"Running Contract/OK",165168,36,4588
6015,5001,19961109,"Contract Finished/No Problems",110112,24,4588
6019,5033,19960725,"Contract Finished/No Problems",11400,12,950
6027,5066,19960210,"Contract Finished/Loan not Payed",61656,24,2569
6028,5072,19970209,"Running Contract/OK",317520,60,5292
6037,5118,19970504,"Running Contract/OK",53232,48,1109
6038,5120,19940810,"Contract Finished/No Problems",323472,48,6739
6043,5126,19960111,"Running Contract/OK",20352,48,424
6044,5133,19980127,"Running Contract/OK",57060,12,4755
6052,5164,19980323,"Running Contract/OK",22356,36,621
6054,5180,19980716,"Running Contract/OK",58764,12,4897
6055,5181,19970428,"Running Contract/OK",399120,60,6652
6059,5196,19971228,"Contract Finished/No Problems",79824,12,6652
6063,5213,19960425,"Running Contract/Client in Debt",320976,48,6687
6064,5215,19940804,"Contract Finished/No Problems",14628,12,1219
6066,5228,19940711,"Contract Finished/No Problems",173808,24,7242
6072,5256,19940510,"Contract Finished/No Problems",193968,36,5388
6073,5263,19961112,"Running Contract/OK",276300,60,4605
6075,5267,19971126,"Running Contract/Client in Debt",129312,24,5388
6076,5269,19970202,"Running Contract/OK",117420,60,1957
6077,5270,19931122,"Contract Finished/No Problems",79608,24,3317
6078,5283,19980909,"Running Contract/OK",170832,48,3559
6083,5305,19980331,"Running Contract/OK",240528,48,5011
6087,5313,19940227,"Running Contract/OK",300660,60,5011
6088,5317,19970307,"Running Contract/OK",90180,36,2505
6095,5358,19970124,"Running Contract/OK",68340,60,1139
6097,5362,19970821,"Running Contract/OK",202848,48,4226
6103,5385,19940407,"Running Contract/OK",149340,60,2489
6104,5395,19970905,"Running Contract/OK",158184,36,4394
6109,5422,19960603,"Running Contract/OK",368880,60,6148
6111,5428,19930924,"Contract Finished/Loan not Payed",174744,24,7281
6112,5442,19940617,"Contract Finished/Loan not Payed",174744,24,7281
6113,5445,19971001,"Running Contract/OK",78696,36,2186
6118,5477,19971004,"Running Contract/OK",349392,48,7279
6120,5481,19940911,"Contract Finished/No Problems",209184,48,4358
6130,5541,19960718,"Running Contract/OK",32640,48,680
6136,5572,19980419,"Running Contract/OK",140880,60,2348
6137,5574,19960410,"Contract Finished/No Problems",44628,12,3719
6142,5591,19970121,"Running Contract/OK",221880,60,3698
6144,5593,19960809,"Contract Finished/No Problems",44376,12,3698
6147,5602,19971228,"Running Contract/OK",177504,48,3698
6150,5622,19941102,"Contract Finished/No Problems",83016,12,6918
6151,5628,19950425,"Running Contract/OK",225420,60,3757
6153,5632,19950725,"Running Contract/OK",285600,60,4760
6157,5650,19950710,"Contract Finished/No Problems",98592,24,4108
6168,5698,19981121,"Running Contract/OK",99216,36,2756
6169,5700,19950316,"Running Contract/Client in Debt",103680,60,1728
6173,5724,19970108,"Running Contract/OK",232560,48,4845
6175,5735,19960221,"Running Contract/Client in Debt",290700,60,4845
6178,5742,19951216,"Running Contract/OK",232560,48,4845
6185,5774,19951128,"Contract Finished/No Problems",31176,24,1299
6190,5794,19960506,"Running Contract/OK",123600,60,2060
6196,5837,19970914,"Running Contract/OK",177804,36,4939
6202,5891,19940418,"Contract Finished/No Problems",65184,12,5432
6207,5912,19980623,"Running Contract/OK",184620,60,3077
6210,5927,19940606,"Contract Finished/Loan not Payed",87216,48,1817
6215,5944,19980618,"Running Contract/OK",78720,48,1640
6216,5952,19940930,"Contract Finished/No Problems",141240,24,5885
6223,5991,19941103,"Contract Finished/No Problems",61056,48,1272
6227,6030,19950304,"Contract Finished/No Problems",28248,24,1177
6228,6034,19931201,"Contract Finished/Loan not Payed",464520,60,7742
6229,6040,19941002,"Contract Finished/No Problems",11736,24,489
6232,6051,19940708,"Contract Finished/Loan not Payed",276660,36,7685
6234,6061,19980528,"Running Contract/OK",5148,12,429
6235,6062,19980419,"Running Contract/OK",321360,60,5356
6237,6075,19980106,"Running Contract/Client in Debt",407952,48,8499
6239,6083,19970928,"Running Contract/Client in Debt",360864,48,7518
6242,6097,19971022,"Running Contract/OK",26208,36,728
6244,6118,19950108,"Contract Finished/Loan not Payed",270648,36,7518
6249,6138,19970730,"Running Contract/OK",67608,24,2817
6253,6148,19941104,"Contract Finished/No Problems",59760,24,2490
6254,6157,19971228,"Running Contract/OK",247920,48,5165
6255,6158,19970208,"Running Contract/Client in Debt",247920,48,5165
6272,6226,19941220,"Running Contract/OK",398640,60,6644
6278,6265,19970610,"Running Contract/OK",87360,24,3640
6279,6273,19940607,"Contract Finished/No Problems",87360,24,3640
6283,6289,19960811,"Running Contract/OK",85632,48,1784
6294,6353,19950212,"Running Contract/OK",79920,60,1332
6296,6358,19960806,"Running Contract/OK",270384,48,5633
6297,6363,19941025,"Contract Finished/No Problems",17508,12,1459
6302,6397,19960916,"Running Contract/OK",181020,60,3017
6303,6400,19960212,"Contract Finished/Loan not Payed",72408,24,3017
6306,6425,19941220,"Contract Finished/No Problems",36684,12,3057
6309,6434,19961111,"Contract Finished/No Problems",110136,24,4589
6310,6440,19970617,"Contract Finished/No Problems",34572,12,2881
6312,6453,19980517,"Running Contract/OK",10944,36,304
6313,6461,19970615,"Running Contract/OK",150912,36,4192
6315,6472,19950206,"Contract Finished/No Problems",43164,12,3597
6316,6473,19940526,"Contract Finished/Loan not Payed",76908,12,6409
6320,6495,19980428,"Running Contract/OK",104964,12,8747
6321,6505,19981008,"Running Contract/OK",38496,12,3208
6322,6510,19970506,"Running Contract/OK",76992,24,3208
6336,6555,19940331,"Contract Finished/No Problems",212400,36,5900
6338,6592,19970824,"Running Contract/OK",390660,60,6511
6342,6609,19951112,"Contract Finished/Loan not Payed",60156,36,1671
6346,6649,19970522,"Running Contract/OK",100260,60,1671
6350,6678,19970709,"Running Contract/OK",294384,48,6133
6353,6686,19971225,"Running Contract/OK",116496,24,4854
6354,6688,19961023,"Running Contract/OK",22968,36,638
6355,6699,19970924,"Running Contract/OK",127200,48,2650
6356,6701,19931208,"Contract Finished/No Problems",95400,36,2650
6357,6706,19980712,"Running Contract/OK",64860,60,1081
6358,6715,19950114,"Running Contract/Client in Debt",137880,60,2298
6362,6738,19951031,"Contract Finished/No Problems",37908,12,3159
6377,6792,19970317,"Contract Finished/No Problems",17184,12,1432
6386,6856,19970430,"Running Contract/OK",124344,36,3454
6399,6902,19971221,"Running Contract/OK",49320,36,1370
6402,6922,19981206,"Running Contract/OK",139488,24,5812
6403,6924,19951205,"Running Contract/OK",194880,48,4060
6407,6930,19940526,"Contract Finished/No Problems",25944,24,1081
6415,6950,19970212,"Running Contract/OK",475680,48,9910
6421,6985,19960725,"Running Contract/OK",96768,36,2688
6435,7045,19970616,"Running Contract/OK",288720,48,6015
6436,7049,19980522,"Running Contract/OK",495180,60,8253
6437,7052,19971109,"Running Contract/Client in Debt",63972,36,1777
6442,7082,19980208,"Running Contract/OK",194160,48,4045
6450,7099,19980610,"Running Contract/OK",234336,48,4882
6456,7123,19931209,"Contract Finished/No Problems",47016,12,3918
6460,7133,19941106,"Contract Finished/No Problems",48672,36,1352
6461,7136,19960919,"Running Contract/OK",74124,36,2059
6464,7156,19980416,"Running Contract/OK",49488,24,2062
6468,7176,19971130,"Running Contract/OK",203940,60,3399
6469,7180,19981117,"Running Contract/OK",99744,24,4156
6470,7181,19980517,"Running Contract/OK",49872,12,4156
6471,7184,19960804,"Contract Finished/No Problems",155640,24,6485
6474,7190,19950606,"Running Contract/OK",63360,60,1056
6486,7240,19980115,"Running Contract/OK",152160,60,2536
6490,7262,19970210,"Running Contract/OK",73260,60,1221
6495,7274,19980312,"Running Contract/OK",49044,12,4087
6499,7401,19940105,"Contract Finished/No Problems",80952,24,3373
6501,7418,19960429,"Contract Finished/Loan not Payed",30276,12,2523
6502,7424,19971208,"Contract Finished/No Problems",30276,12,2523
6508,7437,19980419,"Running Contract/OK",110736,48,2307
6509,7445,19940315,"Contract Finished/No Problems",55368,24,2307
6512,7454,19940526,"Contract Finished/No Problems",63312,48,1319
6520,7485,19940316,"Contract Finished/No Problems",91200,24,3800
6526,7523,19950103,"Contract Finished/No Problems",288468,36,8013
6534,7542,19971019,"Running Contract/OK",590820,60,9847
6535,7546,19951102,"Contract Finished/No Problems",41952,12,3496
6539,7559,19980711,"Running Contract/OK",12792,12,1066
6540,7562,19951231,"Running Contract/OK",309600,48,6450
6541,7565,19970817,"Running Contract/OK",153504,48,3198
6544,7594,19971211,"Running Contract/OK",130464,48,2718
6545,7606,19951212,"Running Contract/OK",191880,60,3198
6546,7607,19950327,"Contract Finished/No Problems",31728,24,1322
6550,7614,19960518,"Running Contract/OK",320592,48,6679
6552,7632,19980108,"Running Contract/OK",170448,48,3551
6553,7636,19980126,"Running Contract/OK",42384,12,3532
6554,7637,19970129,"Running Contract/OK",390096,48,8127
6562,7674,19970321,"Running Contract/OK",94488,24,3937
6568,7713,19980225,"Running Contract/OK",220440,60,3674
6569,7721,19980528,"Running Contract/OK",45456,12,3788
6571,7733,19980512,"Running Contract/OK",140064,24,5836
6574,7745,19971220,"Running Contract/OK",77544,36,2154
6577,7753,19940311,"Contract Finished/No Problems",51696,24,2154
6578,7765,19951211,"Contract Finished/No Problems",27984,12,2332
6580,7769,19940522,"Contract Finished/No Problems",196080,48,4085
6585,7795,19961029,"Running Contract/OK",372120,60,6202
6589,7815,19960101,"Contract Finished/No Problems",189696,24,7904
6591,7819,19950202,"Running Contract/OK",20832,48,434
6594,7824,19940928,"Contract Finished/Loan not Payed",189696,24,7904
6596,7844,19940625,"Contract Finished/No Problems",91584,24,3816
6598,7857,19950118,"Contract Finished/No Problems",68112,12,5676
6599,7859,19961119,"Contract Finished/No Problems",72120,12,6010
6600,7861,19951008,"Contract Finished/No Problems",21852,36,607
6605,7890,19971014,"Running Contract/OK",79344,48,1653
6607,7894,19971021,"Running Contract/OK",153144,36,4254
6612,7907,19970831,"Contract Finished/No Problems",97392,12,8116
6613,7926,19960922,"Contract Finished/No Problems",84120,24,3505
6621,7957,19970614,"Contract Finished/No Problems",42900,12,3575
6624,7965,19940930,"Contract Finished/No Problems",71460,12,5955
6625,7966,19970907,"Running Contract/Client in Debt",473280,60,7888
6632,7990,19980423,"Running Contract/OK",144960,48,3020
6633,7997,19980205,"Running Contract/OK",160656,24,6694
6641,8026,19970909,"Running Contract/OK",128268,36,3563
6642,8027,19940605,"Contract Finished/No Problems",77640,12,6470
6643,8038,19980118,"Running Contract/OK",35856,24,1494
6644,8039,19961020,"Contract Finished/No Problems",93600,24,3900
6645,8041,19941106,"Contract Finished/No Problems",140400,36,3900
6647,8051,19940601,"Contract Finished/No Problems",208320,48,4340
6650,8073,19940217,"Contract Finished/Loan not Payed",49320,12,4110
6655,8085,19971017,"Running Contract/Client in Debt",260400,60,4340
6659,8092,19960220,"Running Contract/OK",56100,60,935
6660,8094,19970509,"Running Contract/OK",220428,36,6123
