SK_Day,Day,Month,Year,All
19500502,1950-05-02,1950-05,1950,ALL
19500503,1950-05-03,1950-05,1950,ALL
19500504,1950-05-04,1950-05,1950,ALL
19500505,1950-05-05,1950-05,1950,ALL
19500506,1950-05-06,1950-05,1950,ALL
19500507,1950-05-07,1950-05,1950,ALL
19500508,1950-05-08,1950-05,1950,ALL
19500509,1950-05-09,1950-05,1950,ALL
19500510,1950-05-10,1950-05,1950,ALL
19500511,1950-05-11,1950-05,1950,ALL
19500512,1950-05-12,1950-05,1950,ALL
19500513,1950-05-13,1950-05,1950,ALL
19500514,1950-05-14,1950-05,1950,ALL
19500515,1950-05-15,1950-05,1950,ALL
19500516,1950-05-16,1950-05,1950,ALL
19500517,1950-05-17,1950-05,1950,ALL
19500518,1950-05-18,1950-05,1950,ALL
19500519,1950-05-19,1950-05,1950,ALL
19500520,1950-05-20,1950-05,1950,ALL
19500521,1950-05-21,1950-05,1950,ALL
19500522,1950-05-22,1950-05,1950,ALL
19500523,1950-05-23,1950-05,1950,ALL
19500524,1950-05-24,1950-05,1950,ALL
19500525,1950-05-25,1950-05,1950,ALL
19500526,1950-05-26,1950-05,1950,ALL
19500527,1950-05-27,1950-05,1950,ALL
19500528,1950-05-28,1950-05,1950,ALL
19500529,1950-05-29,1950-05,1950,ALL
19500530,1950-05-30,1950-05,1950,ALL
19500531,1950-05-31,1950-05,1950,ALL
19500601,1950-06-01,1950-06,1950,ALL
19500602,1950-06-02,1950-06,1950,ALL
19500603,1950-06-03,1950-06,1950,ALL
19500604,1950-06-04,1950-06,1950,ALL
19500605,1950-06-05,1950-06,1950,ALL
19500606,1950-06-06,1950-06,1950,ALL
19500607,1950-06-07,1950-06,1950,ALL
19500608,1950-06-08,1950-06,1950,ALL
19500609,1950-06-09,1950-06,1950,ALL
19500610,1950-06-10,1950-06,1950,ALL
19500611,1950-06-11,1950-06,1950,ALL
19500612,1950-06-12,1950-06,1950,ALL
19500613,1950-06-13,1950-06,1950,ALL
19500614,1950-06-14,1950-06,1950,ALL
19500615,1950-06-15,1950-06,1950,ALL
19500616,1950-06-16,1950-06,1950,ALL
19500617,1950-06-17,1950-06,1950,ALL
19500618,1950-06-18,1950-06,1950,ALL
19500619,1950-06-19,1950-06,1950,ALL
19500620,1950-06-20,1950-06,1950,ALL
19500621,1950-06-21,1950-06,1950,ALL
19500622,1950-06-22,1950-06,1950,ALL
19500623,1950-06-23,1950-06,1950,ALL
19500624,1950-06-24,1950-06,1950,ALL
19500625,1950-06-25,1950-06,1950,ALL
19500626,1950-06-26,1950-06,1950,ALL
19500627,1950-06-27,1950-06,1950,ALL
19500628,1950-06-28,1950-06,1950,ALL
19500629,1950-06-29,1950-06,1950,ALL
19500630,1950-06-30,1950-06,1950,ALL
19500701,1950-07-01,1950-07,1950,ALL
19500702,1950-07-02,1950-07,1950,ALL
19500703,1950-07-03,1950-07,1950,ALL
19500704,1950-07-04,1950-07,1950,ALL
19500705,1950-07-05,1950-07,1950,ALL
19500706,1950-07-06,1950-07,1950,ALL
19500707,1950-07-07,1950-07,1950,ALL
19500708,1950-07-08,1950-07,1950,ALL
19500709,1950-07-09,1950-07,1950,ALL
19500710,1950-07-10,1950-07,1950,ALL
19500711,1950-07-11,1950-07,1950,ALL
19500712,1950-07-12,1950-07,1950,ALL
19500713,1950-07-13,1950-07,1950,ALL
19500714,1950-07-14,1950-07,1950,ALL
19500715,1950-07-15,1950-07,1950,ALL
19500716,1950-07-16,1950-07,1950,ALL
19500717,1950-07-17,1950-07,1950,ALL
19500718,1950-07-18,1950-07,1950,ALL
19500719,1950-07-19,1950-07,1950,ALL
19500720,1950-07-20,1950-07,1950,ALL
19500721,1950-07-21,1950-07,1950,ALL
19500722,1950-07-22,1950-07,1950,ALL
19500723,1950-07-23,1950-07,1950,ALL
19500724,1950-07-24,1950-07,1950,ALL
19500725,1950-07-25,1950-07,1950,ALL
19500726,1950-07-26,1950-07,1950,ALL
19500727,1950-07-27,1950-07,1950,ALL
19500728,1950-07-28,1950-07,1950,ALL
19500729,1950-07-29,1950-07,1950,ALL
19500730,1950-07-30,1950-07,1950,ALL
19500731,1950-07-31,1950-07,1950,ALL
19500801,1950-08-01,1950-08,1950,ALL
19500802,1950-08-02,1950-08,1950,ALL
19500803,1950-08-03,1950-08,1950,ALL
19500804,1950-08-04,1950-08,1950,ALL
19500805,1950-08-05,1950-08,1950,ALL
19500806,1950-08-06,1950-08,1950,ALL
19500807,1950-08-07,1950-08,1950,ALL
19500808,1950-08-08,1950-08,1950,ALL
19500809,1950-08-09,1950-08,1950,ALL
19500810,1950-08-10,1950-08,1950,ALL
19500811,1950-08-11,1950-08,1950,ALL
19500812,1950-08-12,1950-08,1950,ALL
19500813,1950-08-13,1950-08,1950,ALL
19500814,1950-08-14,1950-08,1950,ALL
19500815,1950-08-15,1950-08,1950,ALL
19500816,1950-08-16,1950-08,1950,ALL
19500817,1950-08-17,1950-08,1950,ALL
19500818,1950-08-18,1950-08,1950,ALL
19500819,1950-08-19,1950-08,1950,ALL
19500820,1950-08-20,1950-08,1950,ALL
19500821,1950-08-21,1950-08,1950,ALL
19500822,1950-08-22,1950-08,1950,ALL
19500823,1950-08-23,1950-08,1950,ALL
19500824,1950-08-24,1950-08,1950,ALL
19500825,1950-08-25,1950-08,1950,ALL
19500826,1950-08-26,1950-08,1950,ALL
19500827,1950-08-27,1950-08,1950,ALL
19500828,1950-08-28,1950-08,1950,ALL
19500829,1950-08-29,1950-08,1950,ALL
19500830,1950-08-30,1950-08,1950,ALL
19500831,1950-08-31,1950-08,1950,ALL
19500901,1950-09-01,1950-09,1950,ALL
19500902,1950-09-02,1950-09,1950,ALL
19500903,1950-09-03,1950-09,1950,ALL
19500904,1950-09-04,1950-09,1950,ALL
19500905,1950-09-05,1950-09,1950,ALL
19500906,1950-09-06,1950-09,1950,ALL
19500907,1950-09-07,1950-09,1950,ALL
19500908,1950-09-08,1950-09,1950,ALL
19500909,1950-09-09,1950-09,1950,ALL
19500910,1950-09-10,1950-09,1950,ALL
19500911,1950-09-11,1950-09,1950,ALL
19500912,1950-09-12,1950-09,1950,ALL
19500913,1950-09-13,1950-09,1950,ALL
19500914,1950-09-14,1950-09,1950,ALL
19500915,1950-09-15,1950-09,1950,ALL
19500916,1950-09-16,1950-09,1950,ALL
19500917,1950-09-17,1950-09,1950,ALL
19500918,1950-09-18,1950-09,1950,ALL
19500919,1950-09-19,1950-09,1950,ALL
19500920,1950-09-20,1950-09,1950,ALL
19500921,1950-09-21,1950-09,1950,ALL
19500922,1950-09-22,1950-09,1950,ALL
19500923,1950-09-23,1950-09,1950,ALL
19500924,1950-09-24,1950-09,1950,ALL
19500925,1950-09-25,1950-09,1950,ALL
19500926,1950-09-26,1950-09,1950,ALL
19500927,1950-09-27,1950-09,1950,ALL
19500928,1950-09-28,1950-09,1950,ALL
19500929,1950-09-29,1950-09,1950,ALL
19500930,1950-09-30,1950-09,1950,ALL
19501001,1950-10-01,1950-10,1950,ALL
19501002,1950-10-02,1950-10,1950,ALL
19501003,1950-10-03,1950-10,1950,ALL
19501004,1950-10-04,1950-10,1950,ALL
19501005,1950-10-05,1950-10,1950,ALL
19501006,1950-10-06,1950-10,1950,ALL
19501007,1950-10-07,1950-10,1950,ALL
19501008,1950-10-08,1950-10,1950,ALL
19501009,1950-10-09,1950-10,1950,ALL
19501010,1950-10-10,1950-10,1950,ALL
19501011,1950-10-11,1950-10,1950,ALL
19501012,1950-10-12,1950-10,1950,ALL
19501013,1950-10-13,1950-10,1950,ALL
19501014,1950-10-14,1950-10,1950,ALL
19501015,1950-10-15,1950-10,1950,ALL
19501016,1950-10-16,1950-10,1950,ALL
19501017,1950-10-17,1950-10,1950,ALL
19501018,1950-10-18,1950-10,1950,ALL
19501019,1950-10-19,1950-10,1950,ALL
19501020,1950-10-20,1950-10,1950,ALL
19501021,1950-10-21,1950-10,1950,ALL
19501022,1950-10-22,1950-10,1950,ALL
19501023,1950-10-23,1950-10,1950,ALL
19501024,1950-10-24,1950-10,1950,ALL
19501025,1950-10-25,1950-10,1950,ALL
19501026,1950-10-26,1950-10,1950,ALL
19501027,1950-10-27,1950-10,1950,ALL
19501028,1950-10-28,1950-10,1950,ALL
19501029,1950-10-29,1950-10,1950,ALL
19501030,1950-10-30,1950-10,1950,ALL
19501031,1950-10-31,1950-10,1950,ALL
19501101,1950-11-01,1950-11,1950,ALL
19501102,1950-11-02,1950-11,1950,ALL
19501103,1950-11-03,1950-11,1950,ALL
19501104,1950-11-04,1950-11,1950,ALL
19501105,1950-11-05,1950-11,1950,ALL
19501106,1950-11-06,1950-11,1950,ALL
19501107,1950-11-07,1950-11,1950,ALL
19501108,1950-11-08,1950-11,1950,ALL
19501109,1950-11-09,1950-11,1950,ALL
19501110,1950-11-10,1950-11,1950,ALL
19501111,1950-11-11,1950-11,1950,ALL
19501112,1950-11-12,1950-11,1950,ALL
19501113,1950-11-13,1950-11,1950,ALL
19501114,1950-11-14,1950-11,1950,ALL
19501115,1950-11-15,1950-11,1950,ALL
19501116,1950-11-16,1950-11,1950,ALL
19501117,1950-11-17,1950-11,1950,ALL
19501118,1950-11-18,1950-11,1950,ALL
19501119,1950-11-19,1950-11,1950,ALL
19501120,1950-11-20,1950-11,1950,ALL
19501121,1950-11-21,1950-11,1950,ALL
19501122,1950-11-22,1950-11,1950,ALL
19501123,1950-11-23,1950-11,1950,ALL
19501124,1950-11-24,1950-11,1950,ALL
19501125,1950-11-25,1950-11,1950,ALL
19501126,1950-11-26,1950-11,1950,ALL
19501127,1950-11-27,1950-11,1950,ALL
19501128,1950-11-28,1950-11,1950,ALL
19501129,1950-11-29,1950-11,1950,ALL
19501130,1950-11-30,1950-11,1950,ALL
19501201,1950-12-01,1950-12,1950,ALL
19501202,1950-12-02,1950-12,1950,ALL
19501203,1950-12-03,1950-12,1950,ALL
19501204,1950-12-04,1950-12,1950,ALL
19501205,1950-12-05,1950-12,1950,ALL
19501206,1950-12-06,1950-12,1950,ALL
19501207,1950-12-07,1950-12,1950,ALL
19501208,1950-12-08,1950-12,1950,ALL
19501209,1950-12-09,1950-12,1950,ALL
19501210,1950-12-10,1950-12,1950,ALL
19501211,1950-12-11,1950-12,1950,ALL
19501212,1950-12-12,1950-12,1950,ALL
19501213,1950-12-13,1950-12,1950,ALL
19501214,1950-12-14,1950-12,1950,ALL
19501215,1950-12-15,1950-12,1950,ALL
19501216,1950-12-16,1950-12,1950,ALL
19501217,1950-12-17,1950-12,1950,ALL
19501218,1950-12-18,1950-12,1950,ALL
19501219,1950-12-19,1950-12,1950,ALL
19501220,1950-12-20,1950-12,1950,ALL
19501221,1950-12-21,1950-12,1950,ALL
19501222,1950-12-22,1950-12,1950,ALL
19501223,1950-12-23,1950-12,1950,ALL
19501224,1950-12-24,1950-12,1950,ALL
19501225,1950-12-25,1950-12,1950,ALL
19501226,1950-12-26,1950-12,1950,ALL
19501227,1950-12-27,1950-12,1950,ALL
19501228,1950-12-28,1950-12,1950,ALL
19501229,1950-12-29,1950-12,1950,ALL
19501230,1950-12-30,1950-12,1950,ALL
19501231,1950-12-31,1950-12,1950,ALL
19510101,1951-01-01,1951-01,1951,ALL
19510102,1951-01-02,1951-01,1951,ALL
19510103,1951-01-03,1951-01,1951,ALL
19510104,1951-01-04,1951-01,1951,ALL
19510105,1951-01-05,1951-01,1951,ALL
19510106,1951-01-06,1951-01,1951,ALL
19510107,1951-01-07,1951-01,1951,ALL
19510108,1951-01-08,1951-01,1951,ALL
19510109,1951-01-09,1951-01,1951,ALL
19510110,1951-01-10,1951-01,1951,ALL
19510111,1951-01-11,1951-01,1951,ALL
19510112,1951-01-12,1951-01,1951,ALL
19510113,1951-01-13,1951-01,1951,ALL
19510114,1951-01-14,1951-01,1951,ALL
19510115,1951-01-15,1951-01,1951,ALL
19510116,1951-01-16,1951-01,1951,ALL
19510117,1951-01-17,1951-01,1951,ALL
19510118,1951-01-18,1951-01,1951,ALL
19510119,1951-01-19,1951-01,1951,ALL
19510120,1951-01-20,1951-01,1951,ALL
19510121,1951-01-21,1951-01,1951,ALL
19510122,1951-01-22,1951-01,1951,ALL
19510123,1951-01-23,1951-01,1951,ALL
19510124,1951-01-24,1951-01,1951,ALL
19510125,1951-01-25,1951-01,1951,ALL
19510126,1951-01-26,1951-01,1951,ALL
19510127,1951-01-27,1951-01,1951,ALL
19510128,1951-01-28,1951-01,1951,ALL
19510129,1951-01-29,1951-01,1951,ALL
19510130,1951-01-30,1951-01,1951,ALL
19510131,1951-01-31,1951-01,1951,ALL
19510201,1951-02-01,1951-02,1951,ALL
19510202,1951-02-02,1951-02,1951,ALL
19510203,1951-02-03,1951-02,1951,ALL
19510204,1951-02-04,1951-02,1951,ALL
19510205,1951-02-05,1951-02,1951,ALL
19510206,1951-02-06,1951-02,1951,ALL
19510207,1951-02-07,1951-02,1951,ALL
19510208,1951-02-08,1951-02,1951,ALL
19510209,1951-02-09,1951-02,1951,ALL
19510210,1951-02-10,1951-02,1951,ALL
19510211,1951-02-11,1951-02,1951,ALL
19510212,1951-02-12,1951-02,1951,ALL
19510213,1951-02-13,1951-02,1951,ALL
19510214,1951-02-14,1951-02,1951,ALL
19510215,1951-02-15,1951-02,1951,ALL
19510216,1951-02-16,1951-02,1951,ALL
19510217,1951-02-17,1951-02,1951,ALL
19510218,1951-02-18,1951-02,1951,ALL
19510219,1951-02-19,1951-02,1951,ALL
19510220,1951-02-20,1951-02,1951,ALL
19510221,1951-02-21,1951-02,1951,ALL
19510222,1951-02-22,1951-02,1951,ALL
19510223,1951-02-23,1951-02,1951,ALL
19510224,1951-02-24,1951-02,1951,ALL
19510225,1951-02-25,1951-02,1951,ALL
19510226,1951-02-26,1951-02,1951,ALL
19510227,1951-02-27,1951-02,1951,ALL
19510228,1951-02-28,1951-02,1951,ALL
19510301,1951-03-01,1951-03,1951,ALL
19510302,1951-03-02,1951-03,1951,ALL
19510303,1951-03-03,1951-03,1951,ALL
19510304,1951-03-04,1951-03,1951,ALL
19510305,1951-03-05,1951-03,1951,ALL
19510306,1951-03-06,1951-03,1951,ALL
19510307,1951-03-07,1951-03,1951,ALL
19510308,1951-03-08,1951-03,1951,ALL
19510309,1951-03-09,1951-03,1951,ALL
19510310,1951-03-10,1951-03,1951,ALL
19510311,1951-03-11,1951-03,1951,ALL
19510312,1951-03-12,1951-03,1951,ALL
19510313,1951-03-13,1951-03,1951,ALL
19510314,1951-03-14,1951-03,1951,ALL
19510315,1951-03-15,1951-03,1951,ALL
19510316,1951-03-16,1951-03,1951,ALL
19510317,1951-03-17,1951-03,1951,ALL
19510318,1951-03-18,1951-03,1951,ALL
19510319,1951-03-19,1951-03,1951,ALL
19510320,1951-03-20,1951-03,1951,ALL
19510321,1951-03-21,1951-03,1951,ALL
19510322,1951-03-22,1951-03,1951,ALL
19510323,1951-03-23,1951-03,1951,ALL
19510324,1951-03-24,1951-03,1951,ALL
19510325,1951-03-25,1951-03,1951,ALL
19510326,1951-03-26,1951-03,1951,ALL
19510327,1951-03-27,1951-03,1951,ALL
19510328,1951-03-28,1951-03,1951,ALL
19510329,1951-03-29,1951-03,1951,ALL
19510330,1951-03-30,1951-03,1951,ALL
19510331,1951-03-31,1951-03,1951,ALL
19510401,1951-04-01,1951-04,1951,ALL
19510402,1951-04-02,1951-04,1951,ALL
19510403,1951-04-03,1951-04,1951,ALL
19510404,1951-04-04,1951-04,1951,ALL
19510405,1951-04-05,1951-04,1951,ALL
19510406,1951-04-06,1951-04,1951,ALL
19510407,1951-04-07,1951-04,1951,ALL
19510408,1951-04-08,1951-04,1951,ALL
19510409,1951-04-09,1951-04,1951,ALL
19510410,1951-04-10,1951-04,1951,ALL
19510411,1951-04-11,1951-04,1951,ALL
19510412,1951-04-12,1951-04,1951,ALL
19510413,1951-04-13,1951-04,1951,ALL
19510414,1951-04-14,1951-04,1951,ALL
19510415,1951-04-15,1951-04,1951,ALL
19510416,1951-04-16,1951-04,1951,ALL
19510417,1951-04-17,1951-04,1951,ALL
19510418,1951-04-18,1951-04,1951,ALL
19510419,1951-04-19,1951-04,1951,ALL
19510420,1951-04-20,1951-04,1951,ALL
19510421,1951-04-21,1951-04,1951,ALL
19510422,1951-04-22,1951-04,1951,ALL
19510423,1951-04-23,1951-04,1951,ALL
19510424,1951-04-24,1951-04,1951,ALL
19510425,1951-04-25,1951-04,1951,ALL
19510426,1951-04-26,1951-04,1951,ALL
19510427,1951-04-27,1951-04,1951,ALL
19510428,1951-04-28,1951-04,1951,ALL
19510429,1951-04-29,1951-04,1951,ALL
19510430,1951-04-30,1951-04,1951,ALL
19510501,1951-05-01,1951-05,1951,ALL
19510502,1951-05-02,1951-05,1951,ALL
19510503,1951-05-03,1951-05,1951,ALL
19510504,1951-05-04,1951-05,1951,ALL
19510505,1951-05-05,1951-05,1951,ALL
19510506,1951-05-06,1951-05,1951,ALL
19510507,1951-05-07,1951-05,1951,ALL
19510508,1951-05-08,1951-05,1951,ALL
19510509,1951-05-09,1951-05,1951,ALL
19510510,1951-05-10,1951-05,1951,ALL
19510511,1951-05-11,1951-05,1951,ALL
19510512,1951-05-12,1951-05,1951,ALL
19510513,1951-05-13,1951-05,1951,ALL
19510514,1951-05-14,1951-05,1951,ALL
19510515,1951-05-15,1951-05,1951,ALL
19510516,1951-05-16,1951-05,1951,ALL
19510517,1951-05-17,1951-05,1951,ALL
19510518,1951-05-18,1951-05,1951,ALL
19510519,1951-05-19,1951-05,1951,ALL
19510520,1951-05-20,1951-05,1951,ALL
19510521,1951-05-21,1951-05,1951,ALL
19510522,1951-05-22,1951-05,1951,ALL
19510523,1951-05-23,1951-05,1951,ALL
19510524,1951-05-24,1951-05,1951,ALL
19510525,1951-05-25,1951-05,1951,ALL
19510526,1951-05-26,1951-05,1951,ALL
19510527,1951-05-27,1951-05,1951,ALL
19510528,1951-05-28,1951-05,1951,ALL
19510529,1951-05-29,1951-05,1951,ALL
19510530,1951-05-30,1951-05,1951,ALL
19510531,1951-05-31,1951-05,1951,ALL
19510601,1951-06-01,1951-06,1951,ALL
19510602,1951-06-02,1951-06,1951,ALL
19510603,1951-06-03,1951-06,1951,ALL
19510604,1951-06-04,1951-06,1951,ALL
19510605,1951-06-05,1951-06,1951,ALL
19510606,1951-06-06,1951-06,1951,ALL
19510607,1951-06-07,1951-06,1951,ALL
19510608,1951-06-08,1951-06,1951,ALL
19510609,1951-06-09,1951-06,1951,ALL
19510610,1951-06-10,1951-06,1951,ALL
19510611,1951-06-11,1951-06,1951,ALL
19510612,1951-06-12,1951-06,1951,ALL
19510613,1951-06-13,1951-06,1951,ALL
19510614,1951-06-14,1951-06,1951,ALL
19510615,1951-06-15,1951-06,1951,ALL
19510616,1951-06-16,1951-06,1951,ALL
19510617,1951-06-17,1951-06,1951,ALL
19510618,1951-06-18,1951-06,1951,ALL
19510619,1951-06-19,1951-06,1951,ALL
19510620,1951-06-20,1951-06,1951,ALL
19510621,1951-06-21,1951-06,1951,ALL
19510622,1951-06-22,1951-06,1951,ALL
19510623,1951-06-23,1951-06,1951,ALL
19510624,1951-06-24,1951-06,1951,ALL
19510625,1951-06-25,1951-06,1951,ALL
19510626,1951-06-26,1951-06,1951,ALL
19510627,1951-06-27,1951-06,1951,ALL
19510628,1951-06-28,1951-06,1951,ALL
19510629,1951-06-29,1951-06,1951,ALL
19510630,1951-06-30,1951-06,1951,ALL
19510701,1951-07-01,1951-07,1951,ALL
19510702,1951-07-02,1951-07,1951,ALL
19510703,1951-07-03,1951-07,1951,ALL
19510704,1951-07-04,1951-07,1951,ALL
19510705,1951-07-05,1951-07,1951,ALL
19510706,1951-07-06,1951-07,1951,ALL
19510707,1951-07-07,1951-07,1951,ALL
19510708,1951-07-08,1951-07,1951,ALL
19510709,1951-07-09,1951-07,1951,ALL
19510710,1951-07-10,1951-07,1951,ALL
19510711,1951-07-11,1951-07,1951,ALL
19510712,1951-07-12,1951-07,1951,ALL
19510713,1951-07-13,1951-07,1951,ALL
19510714,1951-07-14,1951-07,1951,ALL
19510715,1951-07-15,1951-07,1951,ALL
19510716,1951-07-16,1951-07,1951,ALL
19510717,1951-07-17,1951-07,1951,ALL
19510718,1951-07-18,1951-07,1951,ALL
19510719,1951-07-19,1951-07,1951,ALL
19510720,1951-07-20,1951-07,1951,ALL
19510721,1951-07-21,1951-07,1951,ALL
19510722,1951-07-22,1951-07,1951,ALL
19510723,1951-07-23,1951-07,1951,ALL
19510724,1951-07-24,1951-07,1951,ALL
19510725,1951-07-25,1951-07,1951,ALL
19510726,1951-07-26,1951-07,1951,ALL
19510727,1951-07-27,1951-07,1951,ALL
19510728,1951-07-28,1951-07,1951,ALL
19510729,1951-07-29,1951-07,1951,ALL
19510730,1951-07-30,1951-07,1951,ALL
19510731,1951-07-31,1951-07,1951,ALL
19510801,1951-08-01,1951-08,1951,ALL
19510802,1951-08-02,1951-08,1951,ALL
19510803,1951-08-03,1951-08,1951,ALL
19510804,1951-08-04,1951-08,1951,ALL
19510805,1951-08-05,1951-08,1951,ALL
19510806,1951-08-06,1951-08,1951,ALL
19510807,1951-08-07,1951-08,1951,ALL
19510808,1951-08-08,1951-08,1951,ALL
19510809,1951-08-09,1951-08,1951,ALL
19510810,1951-08-10,1951-08,1951,ALL
19510811,1951-08-11,1951-08,1951,ALL
19510812,1951-08-12,1951-08,1951,ALL
19510813,1951-08-13,1951-08,1951,ALL
19510814,1951-08-14,1951-08,1951,ALL
19510815,1951-08-15,1951-08,1951,ALL
19510816,1951-08-16,1951-08,1951,ALL
19510817,1951-08-17,1951-08,1951,ALL
19510818,1951-08-18,1951-08,1951,ALL
19510819,1951-08-19,1951-08,1951,ALL
19510820,1951-08-20,1951-08,1951,ALL
19510821,1951-08-21,1951-08,1951,ALL
19510822,1951-08-22,1951-08,1951,ALL
19510823,1951-08-23,1951-08,1951,ALL
19510824,1951-08-24,1951-08,1951,ALL
19510825,1951-08-25,1951-08,1951,ALL
19510826,1951-08-26,1951-08,1951,ALL
19510827,1951-08-27,1951-08,1951,ALL
19510828,1951-08-28,1951-08,1951,ALL
19510829,1951-08-29,1951-08,1951,ALL
19510830,1951-08-30,1951-08,1951,ALL
