account.account_id,1834,1095
status.SK_status,2,1250847
date.SK_Day,19930122,2474
date.SK_Day,19930121,2438
date.SK_Day,19930120,2445
account.account_id,4033,1121
account.account_id,5362,1099
date.Day,1993-06-27,2490
date.Day,1993-06-28,2413
account.account_id,5369,1113
date.Day,1993-06-25,2440
date.Day,1993-06-26,2576
account.account_id,6699,1155
date.Day,1993-06-23,2496
date.Day,1993-06-24,2501
account.account_id,4034,1078
date.Day,1993-06-21,2393
account.account_id,5366,1121
account.account_id,4035,1077
date.Day,1993-06-22,2542
date.SK_Day,19930126,2490
date.SK_Day,19930125,2563
date.SK_Day,19930124,2467
date.SK_Day,19930123,2465
date.SK_Day,19930128,2477
date.SK_Day,19930127,2451
date.Day,1993-06-20,2489
account.account_id,5372,1067
date.Day,1993-06-16,2445
date.Day,1993-06-17,2495
date.Day,1993-06-14,2487
date.Day,1993-06-15,2415
account.account_id,4047,1080
date.Day,1993-06-12,2496
date.Day,1993-06-13,2530
date.Day,1993-06-10,2521
date.Day,1993-06-11,2513
account.account_id,10613,1147
date.Day,1993-06-18,2504
date.Day,1993-06-19,2494
account.account_id,5385,1196
date.SK_Day,19980403,2440
account.account_id,4055,1095
date.SK_Day,19980404,2423
account.account_id,4052,1181
date.SK_Day,19980401,2518
date.SK_Day,19980402,2458
date.SK_Day,19980407,2491
date.SK_Day,19980408,2507
date.SK_Day,19980405,2464
date.SK_Day,19980406,2431
date.SK_Day,19930109,2525
account.account_id,4059,1102
account.account_id,5387,1131
date.SK_Day,19930104,2527
date.SK_Day,19930103,2561
date.SK_Day,19930102,2499
date.SK_Day,19930101,2450
account.account_id,10644,1126
date.SK_Day,19930108,2503
account.account_id,10645,1100
date.SK_Day,19930107,2489
date.SK_Day,19930106,2460
date.SK_Day,19930105,2522
date.SK_Day,19980410,2433
date.SK_Day,19930111,2394
date.SK_Day,19980411,2489
date.SK_Day,19930110,2426
date.SK_Day,19980414,2471
account.account_id,4066,1046
date.SK_Day,19980415,2455
date.SK_Day,19980412,2409
account.account_id,5395,1050
date.SK_Day,19980413,2459
date.SK_Day,19980418,2547
date.SK_Day,19980419,2401
date.SK_Day,19980416,2491
date.SK_Day,19980417,2517
account.account_id,10630,1112
date.SK_Day,19980409,2523
account.account_id,4069,1148
date.SK_Day,19930115,2433
date.SK_Day,19930114,2446
date.SK_Day,19930113,2426
date.SK_Day,19930112,2462
date.SK_Day,19930119,2473
date.SK_Day,19930118,2447
date.SK_Day,19930117,2441
date.SK_Day,19930116,2480
account.account_id,10663,1107
account.account_id,4000,1091
account.account_id,7990,1140
account.account_id,10652,1111
account.account_id,4008,1141
account.account_id,10650,1077
account.account_id,7997,1129
account.account_id,4003,1130
account.account_id,4001,1110
account.account_id,10656,1075
account.account_id,4009,1096
date.Day,1995-07-01,2480
date.Day,1995-07-05,2442
date.Day,1995-07-04,2418
date.Day,1995-07-03,2523
date.Day,1995-07-02,2476
account.account_id,4010,1117
date.Day,1995-07-09,2589
date.Day,1995-07-08,2556
date.Day,1995-07-07,2469
date.Day,1995-07-06,2502
account.account_id,6678,1070
account.account_id,4014,1055
account.account_id,5343,1119
account.account_id,4013,1092
date.Day,1995-07-12,2545
date.Day,1995-07-11,2450
date.Day,1995-07-10,2519
date.Day,1995-07-16,2623
date.Day,1995-07-15,2506
date.Day,1995-07-14,2430
date.Day,1995-07-13,2447
date.Day,1995-07-19,2474
date.Day,1995-07-18,2402
date.Day,1995-07-17,2533
account.account_id,5358,1146
account.account_id,6688,1133
account.account_id,5357,1097
account.account_id,4026,1127
account.account_id,10670,1117
account.account_id,6686,1086
account.account_id,10679,1136
date.Day,1995-07-23,2536
date.Month,1997-11,69470
date.Day,1995-07-22,2447
date.Month,1997-12,69873
date.Day,1995-07-21,2479
date.Day,1995-07-20,2538
date.Day,1995-07-27,2496
date.Day,1995-07-26,2433
date.Day,1995-07-25,2537
date.Day,1995-07-24,2481
date.Day,1995-07-28,2475
date.Month,1997-10,69397
account.account_id,6738,1129
date.Month,1997-01,69311
date.Month,1997-02,69076
date.Month,1997-03,69204
date.Month,1997-04,69749
date.Month,1997-05,69622
date.Month,1997-06,69451
date.Month,1997-07,69696
date.Day,1998-09-25,2422
date.Day,1998-09-26,2481
date.Day,1998-09-23,2476
account.account_id,10694,1133
date.Day,1998-09-24,2375
date.Day,1998-09-21,2423
date.Day,1998-09-22,2339
date.Day,1998-09-20,2372
date.Month,1997-08,69182
date.Month,1997-09,69386
date.Day,1998-09-27,2521
date.Day,1998-09-28,2468
date.Day,1998-10-10,2520
date.Day,1998-10-11,2479
date.Day,1998-10-12,2557
date.Day,1998-10-13,2415
date.Day,1998-10-14,2509
date.Day,1998-10-15,2458
date.Day,1998-10-16,2450
date.Day,1998-10-17,2543
account.account_id,5422,1111
date.Day,1998-10-18,2456
account.account_id,5423,1131
date.Day,1998-10-19,2506
account.account_id,5428,1064
account.account_id,5429,1111
date.Day,1998-10-20,2489
date.Day,1998-10-21,2481
date.Day,1998-10-22,2505
date.Day,1998-10-23,2454
date.Day,1998-10-24,2530
date.Day,1998-10-25,2459
date.Day,1998-10-26,2470
date.Day,1998-10-27,2508
account.account_id,4105,1086
date.Day,1998-10-28,2482
account.account_id,4102,1070
account.account_id,4103,1119
account.account_id,4109,1098
account.district_name,Litomerice,41253
date.SK_Day,19980421,2451
date.SK_Day,19980422,2430
date.SK_Day,19980420,2526
date.SK_Day,19980425,2418
date.SK_Day,19980426,2417
date.SK_Day,19980423,2538
date.SK_Day,19980424,2443
date.SK_Day,19980427,2572
date.SK_Day,19980428,2426
date.SK_Day,19950612,2463
date.SK_Day,19950611,2572
date.SK_Day,19950610,2473
date.SK_Day,19950619,2480
date.SK_Day,19950618,2462
date.SK_Day,19950617,2509
date.SK_Day,19950616,2462
date.SK_Day,19950615,2510
date.SK_Day,19950614,2433
date.SK_Day,19950613,2481
date.Day,1998-10-01,2538
date.Day,1998-10-02,2393
date.SK_Day,19950601,2387
date.Day,1998-10-03,2460
date.Day,1998-10-04,2443
account.account_id,6701,1121
date.Day,1998-10-05,2488
date.Day,1998-10-06,2455
date.Day,1998-10-07,2532
date.Day,1998-10-08,2544
date.Day,1998-10-09,2484
date.SK_Day,19950609,2515
date.SK_Day,19950608,2491
date.SK_Day,19950607,2531
date.SK_Day,19950606,2532
date.SK_Day,19950605,2531
account.account_id,6706,1090
date.SK_Day,19950604,2470
date.SK_Day,19950603,2533
date.SK_Day,19950602,2456
date.Day,1998-09-14,2521
date.Day,1998-09-15,2492
date.Day,1998-09-12,2446
date.Day,1998-09-13,2456
date.Day,1998-09-10,2447
date.Day,1998-09-11,2501
date.Day,1998-09-18,2492
date.Day,1998-09-19,2524
date.Day,1998-09-16,2416
account.account_id,6715,1052
date.Day,1998-09-17,2512
date.Day,1998-09-03,2426
date.Day,1998-09-04,2548
date.Day,1998-09-01,2416
date.Day,1998-09-02,2430
date.Day,1998-09-09,2541
date.Day,1998-09-07,2447
date.Day,1998-09-08,2561
date.Day,1998-09-05,2517
date.Day,1998-09-06,2451
account.region,east Bohemia,604676
account.district_name,Kladno,52926
date.SK_Day,19950623,2481
date.SK_Day,19950622,2489
date.SK_Day,19950621,2508
date.SK_Day,19950620,2532
date.SK_Day,19950628,2463
date.SK_Day,19950627,2481
date.SK_Day,19950626,2427
date.SK_Day,19950625,2478
date.SK_Day,19950624,2571
date.Day,1996-02-21,2497
date.Day,1996-02-20,2495
date.Day,1996-02-28,2433
date.Day,1996-02-27,2514
date.Day,1996-02-26,2533
date.Day,1996-02-25,2486
date.Day,1996-02-24,2499
date.Day,1996-02-23,2523
date.Day,1996-02-22,2486
account.account_id,1882,1103
account.account_id,1884,1142
account.account_id,1885,1096
account.account_id,1880,1095
account.account_id,1881,1173
account.account_id,1886,1068
account.account_id,1887,1060
account.account_id,1888,1109
account.account_id,1889,1040
date.Day,1996-02-10,2428
date.Day,1996-02-18,2517
date.Day,1996-02-17,2588
date.Day,1996-02-16,2457
date.Day,1996-02-15,2573
date.Day,1996-02-14,2584
date.Day,1996-02-13,2504
date.Day,1996-02-12,2453
date.Day,1996-02-11,2490
account.account_id,1893,1083
account.account_id,1894,1097
account.account_id,1895,1138
account.account_id,1896,1036
account.account_id,1890,1139
account.account_id,1891,1148
account.account_id,1892,1081
date.Day,1996-02-19,2496
account.account_id,1897,1079
account.account_id,1898,1185
account.account_id,1899,1070
date.Day,1996-02-07,2457
date.Day,1996-02-06,2445
date.Day,1996-02-05,2493
date.Day,1996-02-04,2511
date.Day,1996-02-03,2464
date.Day,1996-02-02,2440
date.Day,1996-02-01,2498
date.Day,1996-02-09,2516
date.Day,1996-02-08,2490
account.account_id,1960,1123
account.account_id,1961,1121
account.account_id,1962,1113
account.account_id,1967,1158
account.account_id,1968,1072
account.account_id,1969,1148
account.account_id,1963,1101
account.account_id,1964,1095
account.account_id,1965,1129
account.account_id,1966,1142
account.account_id,1970,1102
account.account_id,1971,1144
account.account_id,1972,1087
account.account_id,1973,1156
account.account_id,1978,1119
account.account_id,1979,1101
account.account_id,1974,1098
account.account_id,1975,1087
account.account_id,1976,1115
account.account_id,1977,1118
account.account_id,1981,1179
account.account_id,1982,1079
account.account_id,1983,1095
account.account_id,1984,1033
account.account_id,1980,1119
account.account_id,1989,1110
account.account_id,1985,1041
account.account_id,1986,1029
account.account_id,1987,1111
account.account_id,1988,1094
account.account_id,1992,1098
account.account_id,1993,1091
account.account_id,1994,1087
account.account_id,1995,1082
account.account_id,1990,1046
account.account_id,1991,1099
account.account_id,1996,1119
account.account_id,1997,1101
account.account_id,1998,1077
account.account_id,1999,1111
account.account_id,4190,1133
account.account_id,1916,1142
account.account_id,1917,1134
account.account_id,1918,1103
account.account_id,1919,1127
account.account_id,4195,1101
date.SK_Day,19930209,2475
date.SK_Day,19930208,2465
date.SK_Day,19930203,2437
account.account_id,1924,1095
date.SK_Day,19930202,2506
account.account_id,1925,1026
date.SK_Day,19930201,2532
account.account_id,1926,1102
date.SK_Day,19930207,2467
account.account_id,1920,1112
date.SK_Day,19930206,2534
account.account_id,1921,1093
date.SK_Day,19930205,2528
account.account_id,1922,1058
date.SK_Day,19930204,2428
account.account_id,1927,1118
date.SK_Day,19930210,2507
account.account_id,1928,1068
account.account_id,1929,1138
date.SK_Day,19930219,2460
account.account_id,1934,1078
date.SK_Day,19930214,2500
account.account_id,1935,1159
date.SK_Day,19930213,2537
account.account_id,1936,1165
date.SK_Day,19930212,2492
account.account_id,1937,1075
date.SK_Day,19930211,2557
account.account_id,1930,1076
date.SK_Day,19930218,2428
account.account_id,1931,1085
date.SK_Day,19930217,2446
account.account_id,1932,1188
date.SK_Day,19930216,2546
account.account_id,1933,1093
date.SK_Day,19930215,2481
account.account_id,1938,1053
account.account_id,1939,1087
account.account_id,1940,1086
account.account_id,1945,1110
account.account_id,1946,1142
account.account_id,1947,1134
account.account_id,1948,1145
account.account_id,1941,1125
account.account_id,1943,1110
account.account_id,1944,1103
account.account_id,1949,1156
account.account_id,1950,1107
account.account_id,1951,1124
account.account_id,1956,1081
account.account_id,1957,1117
account.account_id,1958,1157
account.account_id,1959,1132
account.account_id,1952,1073
account.account_id,1953,1103
account.account_id,1954,1106
account.account_id,1955,1110
date.SK_Day,19980502,2464
date.SK_Day,19980503,2474
account.account_id,5483,1125
date.SK_Day,19980501,2407
date.SK_Day,19980506,2487
account.account_id,5481,1141
account.account_id,4150,1131
date.SK_Day,19980507,2564
date.SK_Day,19980504,2534
date.SK_Day,19980505,2493
account.account_id,4159,1146
date.Day,1997-08-10,2606
date.Day,1997-08-11,2445
date.Day,1997-08-12,2476
account.account_id,4158,1092
date.Day,1997-08-13,2475
date.Day,1997-08-14,2531
account.account_id,4156,1099
date.Day,1997-08-15,2476
date.Day,1997-08-16,2584
date.Day,1997-08-17,2456
date.Day,1997-08-18,2541
date.Day,1997-08-19,2408
date.SK_Day,19980510,2407
date.SK_Day,19980513,2469
date.SK_Day,19980514,2466
date.SK_Day,19980511,2484
date.SK_Day,19980512,2543
date.SK_Day,19980517,2421
account.account_id,4161,1149
date.SK_Day,19980518,2419
date.SK_Day,19980515,2354
date.SK_Day,19980516,2528
date.Day,1997-08-20,2522
date.SK_Day,19980508,2447
date.Day,1997-08-21,2334
date.SK_Day,19980509,2456
date.Day,1997-08-22,2489
date.Day,1997-08-23,2494
date.Day,1997-08-24,2514
date.Day,1997-08-25,2519
account.district_name,Tachov,55290
date.Day,1997-08-26,2417
date.Day,1997-08-27,2421
date.Day,1997-08-28,2470
date.Day,1996-08-28,2473
date.SK_Day,19980520,2477
date.SK_Day,19930221,2439
date.SK_Day,19980521,2474
date.SK_Day,19930220,2548
date.SK_Day,19980524,2496
date.Day,1996-08-21,2516
date.SK_Day,19980525,2567
date.Day,1996-08-20,2392
account.account_id,4173,1137
date.SK_Day,19980522,2527
date.Day,1996-08-23,2421
date.SK_Day,19980523,2361
date.Day,1996-08-22,2413
account.account_id,4171,1088
date.SK_Day,19980528,2493
date.Day,1996-08-25,2482
date.Day,1996-08-24,2567
date.SK_Day,19980526,2476
date.Day,1996-08-27,2497
date.SK_Day,19980527,2436
date.Day,1996-08-26,2580
account.account_id,10520,1094
date.SK_Day,19980519,2522
account.account_id,1901,1158
date.SK_Day,19930225,2464
account.account_id,1902,1140
date.SK_Day,19930224,2513
account.account_id,1903,1058
date.SK_Day,19930223,2418
account.account_id,1904,1088
date.SK_Day,19930222,2517
date.SK_Day,19930228,2346
date.SK_Day,19930227,2392
account.account_id,1900,1100
date.SK_Day,19930226,2469
account.account_id,1909,1093
date.Day,1996-08-18,2487
date.Day,1996-08-17,2498
date.Day,1996-08-19,2425
account.account_id,1905,1131
account.account_id,1906,1066
account.account_id,1907,1131
account.account_id,1908,1136
account.account_id,4186,1113
date.Day,1996-08-10,2527
date.Day,1996-08-12,2425
date.Day,1996-08-11,2459
date.Day,1996-08-14,2454
date.Day,1996-08-13,2583
date.Day,1996-08-16,2454
date.Day,1996-08-15,2474
date.Day,1997-08-01,2465
date.Day,1997-08-02,2533
date.Day,1997-08-03,2513
date.Day,1997-08-04,2492
account.account_id,1912,1121
date.Day,1997-08-05,2455
account.account_id,1913,1102
date.Day,1997-08-06,2476
account.account_id,1914,1096
date.Day,1997-08-07,2400
account.account_id,1915,1076
date.Day,1997-08-08,2434
date.Day,1997-08-09,2429
account.account_id,1910,1123
account.account_id,1911,1115
date.Day,1996-08-07,2538
date.Day,1996-08-06,2472
date.Day,1996-08-09,2437
date.Day,1996-08-08,2367
date.Day,1996-08-01,2492
date.Day,1996-08-03,2527
date.Day,1996-08-02,2407
date.Day,1996-08-05,2457
date.Day,1996-08-04,2505
account.account_id,4116,1144
account.account_id,5445,1130
account.account_id,5442,1050
account.account_id,4119,1162
account.account_id,4121,1097
account.account_id,4128,1125
account.account_id,4127,1104
account.account_id,4131,1109
account.account_id,4132,1103
account.account_id,6792,1065
account.account_id,4130,1174
account.account_id,10562,1120
account.account_id,4134,1122
account.account_id,4143,1066
account.account_id,4140,1094
account.account_id,5472,1156
account.account_id,5477,1081
account.account_id,4144,1071
account.account_id,10558,1132
account.account_id,6856,1086
account.account_id,6866,1106
account.account_id,4204,1123
account.account_id,4208,1077
account.account_id,4214,1065
account.account_id,5546,1164
account.account_id,5541,1102
account.account_id,6872,1129
account.account_id,4225,1135
account.account_id,9093,1156
date.SK_Day,19950722,2534
date.SK_Day,19950721,2525
date.SK_Day,19950720,2486
date.SK_Day,19950728,2522
date.SK_Day,19950727,2488
date.SK_Day,19950726,2471
date.SK_Day,19950725,2477
date.SK_Day,19950724,2497
date.SK_Day,19950723,2470
date.SK_Day,19950709,2504
date.SK_Day,19950711,2431
date.SK_Day,19950710,2415
date.SK_Day,19950719,2435
date.SK_Day,19950718,2438
date.SK_Day,19950717,2552
date.SK_Day,19950716,2504
date.SK_Day,19950715,2494
date.SK_Day,19950714,2473
account.account_id,5505,1085
date.SK_Day,19950713,2381
date.SK_Day,19950712,2425
date.SK_Day,19950708,2498
date.SK_Day,19950707,2552
date.SK_Day,19950706,2444
date.SK_Day,19950705,2483
date.SK_Day,19950704,2492
date.SK_Day,19950703,2482
date.SK_Day,19950702,2592
date.SK_Day,19950701,2547
account.account_id,9041,1175
date.Day,1993-01-12,2488
date.Day,1993-01-11,2457
date.Day,1993-01-10,2492
date.Day,1993-01-16,2494
date.Day,1993-01-15,2495
date.Day,1993-01-14,2429
date.Day,1993-01-13,2441
date.Day,1993-01-19,2405
date.Day,1993-01-18,2512
date.Day,1993-01-17,2438
date.Year,1994,834670
date.Year,1993,833627
date.Year,1998,832790
date.Year,1997,832256
account.account_id,9051,1136
date.Year,1996,832899
account.account_id,9052,1090
date.Year,1995,833758
date.Day,1993-01-01,2397
date.Day,1993-01-05,2477
date.Day,1993-01-04,2521
date.Day,1993-01-03,2415
date.Day,1993-01-02,2468
date.Day,1993-01-09,2506
date.Day,1993-01-08,2569
date.Day,1993-01-07,2454
date.Day,1993-01-06,2441
date.Day,1994-01-09,2453
date.Day,1994-01-03,2448
date.Day,1994-01-04,2476
date.Day,1994-01-01,2439
date.Day,1994-01-02,2478
date.Day,1994-01-07,2497
date.Day,1994-01-08,2463
date.Day,1994-01-05,2492
date.Day,1994-01-06,2470
date.Day,1994-01-14,2496
date.Day,1994-01-15,2505
date.Day,1994-01-12,2521
date.Day,1994-01-13,2422
date.Day,1994-01-18,2426
date.Day,1993-01-23,2429
date.Day,1994-01-19,2455
date.Day,1993-01-22,2555
date.Day,1994-01-16,2519
date.Day,1993-01-21,2473
date.Day,1994-01-17,2555
date.Day,1993-01-20,2491
date.Day,1993-01-27,2429
date.Day,1993-01-26,2465
date.Day,1993-01-25,2539
date.Day,1993-01-24,2453
account.account_id,6806,1096
date.Day,1994-01-10,2414
date.Day,1994-01-11,2479
date.Day,1993-01-28,2540
date.Day,1995-01-01,2569
date.Day,1995-01-02,2475
date.Day,1995-01-03,2479
date.Day,1995-01-04,2468
date.Day,1995-01-05,2506
date.Day,1995-01-06,2418
date.Day,1995-01-07,2447
date.Day,1995-01-08,2471
date.Day,1994-01-25,2583
date.Day,1994-01-26,2471
date.Day,1995-01-09,2380
date.Day,1994-01-23,2416
date.Day,1994-01-24,2483
date.Day,1994-01-27,2424
date.Day,1994-01-28,2410
account.account_id,9006,1061
date.Day,1994-01-21,2455
date.Day,1994-01-22,2548
date.Day,1994-01-20,2386
date.SK_Day,19960125,2447
date.SK_Day,19960124,2510
date.SK_Day,19960127,2466
date.SK_Day,19960126,2551
date.SK_Day,19960121,2366
date.SK_Day,19960120,2348
date.SK_Day,19960123,2489
date.SK_Day,19960122,2460
date.Day,1995-01-10,2419
date.Day,1995-01-11,2506
date.Day,1995-01-12,2474
date.Day,1995-01-13,2469
date.Day,1995-01-14,2534
date.Day,1995-01-15,2443
date.SK_Day,19960128,2591
date.Day,1995-01-16,2487
date.Day,1995-01-17,2526
date.Day,1995-01-18,2499
date.Day,1995-01-19,2497
account.account_id,9017,1107
account.district_name,Nachod,65558
account.district_name,Jesenik,52712
date.SK_Day,19960114,2515
date.SK_Day,19960113,2481
date.SK_Day,19960116,2445
date.SK_Day,19960115,2425
account.account_id,9024,1145
date.SK_Day,19960110,2444
date.SK_Day,19960112,2437
date.Day,1995-01-20,2392
date.SK_Day,19960111,2459
date.Day,1995-01-21,2487
date.Day,1995-01-22,2493
date.Day,1995-01-23,2569
date.Day,1995-01-24,2459
date.Day,1995-01-25,2577
date.SK_Day,19960118,2471
date.Day,1995-01-26,2412
date.SK_Day,19960117,2511
date.Day,1995-01-27,2545
date.Day,1995-01-28,2472
date.SK_Day,19960119,2466
account.account_id,9031,1078
date.SK_Day,19960103,2575
date.SK_Day,19960102,2527
date.SK_Day,19960105,2469
account.account_id,9034,1110
date.SK_Day,19960104,2580
account.account_id,9037,1077
date.SK_Day,19960101,2468
date.SK_Day,19960107,2438
date.SK_Day,19960106,2562
date.SK_Day,19960109,2505
account.account_id,9030,1208
date.SK_Day,19960108,2476
account.account_id,2929,1050
account.account_id,2928,1104
account.district_name,Chomutov,43315
account.account_id,2930,1069
account.account_id,1604,1091
account.account_id,2936,1125
account.account_id,1605,1158
account.account_id,2935,1047
account.account_id,1606,1106
account.account_id,2938,1098
account.account_id,1607,1165
account.account_id,2937,1122
account.account_id,2932,1119
account.account_id,1600,1079
account.account_id,1601,1108
account.account_id,2931,1071
account.account_id,2934,1050
account.account_id,1602,1172
account.account_id,2933,1146
account.account_id,1603,1081
account.account_id,1608,1105
account.account_id,1609,1086
account.account_id,2939,1101
account.account_id,1610,1154
account.account_id,2940,1072
account.account_id,1615,1192
account.account_id,2947,1058
account.account_id,2946,1055
account.account_id,1616,1061
account.account_id,2949,1112
account.account_id,1617,1129
account.district_name,Mlada Boleslav,62282
account.account_id,1618,1134
account.account_id,1611,1079
account.account_id,2942,1159
account.account_id,1612,1149
account.account_id,1613,1092
account.account_id,2945,1157
account.account_id,2944,1078
account.account_id,1614,1099
account.account_id,1619,1238
status.All,ALL,5000000
account.account_id,2950,1089
account.account_id,2952,1127
account.account_id,1620,1083
account.account_id,1621,1186
account.account_id,2951,1117
account.account_id,2958,1128
account.account_id,1626,1066
account.account_id,1627,1136
account.account_id,2957,1190
account.account_id,1628,1141
account.account_id,2959,1091
account.account_id,1629,1126
account.account_id,1622,1145
account.account_id,2954,1166
account.account_id,1623,1084
account.account_id,2953,1059
account.account_id,2956,1179
account.account_id,1624,1040
account.account_id,1625,1110
account.account_id,2955,1151
account.account_id,2961,1167
account.account_id,1630,1099
account.account_id,2960,1122
account.account_id,1631,1152
account.account_id,2963,1094
account.account_id,1632,1055
account.account_id,2962,1109
account.account_id,2969,1133
account.account_id,1637,1075
account.account_id,1638,1104
account.account_id,2968,1122
account.account_id,2965,1128
account.account_id,1633,1157
account.account_id,1634,1155
account.account_id,2964,1136
account.account_id,1635,1094
account.account_id,2967,1099
account.account_id,2966,1094
account.account_id,1636,1093
date.SK_Day,19930320,2458
account.account_id,6495,1122
account.account_id,5164,1120
date.SK_Day,19930324,2497
date.SK_Day,19930323,2506
date.SK_Day,19930322,2448
date.SK_Day,19930321,2424
date.SK_Day,19930328,2544
date.SK_Day,19930327,2450
date.SK_Day,19930326,2452
date.SK_Day,19930325,2484
account.account_id,2903,1110
account.account_id,2902,1067
account.account_id,2905,1162
account.account_id,2904,1141
account.account_id,2901,1072
account.account_id,2900,1124
account.account_id,5180,1129
account.account_id,2907,1052
account.account_id,2906,1110
account.account_id,2909,1079
account.account_id,2908,1119
account.account_id,5181,1136
date.SK_Day,19930309,2459
date.SK_Day,19930308,2505
date.SK_Day,19930307,2319
account.account_id,2914,1150
date.SK_Day,19930302,2509
account.account_id,2913,1131
date.SK_Day,19930301,2575
account.account_id,2916,1091
account.account_id,2915,1146
account.account_id,2910,1098
date.SK_Day,19930306,2431
date.SK_Day,19930305,2427
account.account_id,2912,1059
date.SK_Day,19930304,2513
account.account_id,2911,1117
date.SK_Day,19930303,2485
account.account_id,2918,1101
account.account_id,2917,1101
account.account_id,2919,1119
account.account_id,5196,1149
account.account_id,5194,1043
date.SK_Day,19930319,2471
date.SK_Day,19930318,2495
account.account_id,2925,1179
date.SK_Day,19930313,2419
account.account_id,2924,1137
date.SK_Day,19930312,2419
account.account_id,2927,1112
date.SK_Day,19930311,2470
account.account_id,2926,1083
date.SK_Day,19930310,2480
account.account_id,2921,1141
date.SK_Day,19930317,2423
account.account_id,2920,1064
date.SK_Day,19930316,2448
account.account_id,2923,1066
date.SK_Day,19930315,2499
account.account_id,2922,1127
date.SK_Day,19930314,2485
date.SK_Day,19980620,2451
account.account_id,6453,1095
date.SK_Day,19980623,2474
date.SK_Day,19941015,2433
date.SK_Day,19980624,2496
date.SK_Day,19941016,2449
date.SK_Day,19941013,2366
date.SK_Day,19980621,2484
account.account_id,5120,1093
date.SK_Day,19980622,2435
date.SK_Day,19941014,2421
date.SK_Day,19941019,2566
date.SK_Day,19980627,2545
date.SK_Day,19980628,2496
date.SK_Day,19980625,2474
date.SK_Day,19941017,2519
date.SK_Day,19941018,2565
date.SK_Day,19980626,2468
account.account_id,5129,1079
date.SK_Day,19980618,2513
date.SK_Day,19980619,2397
account.account_id,5125,1122
account.district_name,Rokycany,47888
date.SK_Day,19941011,2372
account.account_id,5126,1152
date.SK_Day,19941012,2478
date.SK_Day,19941010,2412
account.account_id,799,1147
account.account_id,797,1061
account.account_id,798,1118
account.account_id,7795,1121
account.account_id,795,1074
date.SK_Day,19941026,2550
account.account_id,5133,1115
account.account_id,796,1125
account.account_id,6463,1131
date.SK_Day,19941027,2541
account.account_id,793,1140
date.SK_Day,19941024,2450
account.account_id,794,1099
account.account_id,6461,1114
date.SK_Day,19941025,2417
account.account_id,791,1063
account.district_name,Louny,59702
account.account_id,792,1135
date.SK_Day,19941028,2599
account.account_id,790,1131
date.SK_Day,19941022,2514
date.Day,1994-06-06,2406
date.SK_Day,19941023,2449
date.Day,1994-06-07,2492
date.SK_Day,19941020,2462
date.Day,1994-06-08,2475
date.SK_Day,19941021,2493
date.Day,1994-06-09,2441
date.Day,1994-06-02,2507
date.Day,1994-06-03,2490
date.Day,1994-06-04,2582
date.Day,1994-06-05,2480
date.Day,1994-06-01,2449
account.account_id,788,1118
